Spanish,Polish
solicito,zatroskany
rezando,Modląc się
repita,Powtarzać
reducir,zmniejszyć
querés,Chcesz
planeo,poślizg
picard,Picard
perfectas,Doskonały
neutral,neutralny
na,na
mueves,Twój ruch
manny,Manny
legales,prawny
lavandería,pranie
jeep,jeep
helada,mróz
futbol,piłka nożna
fijado,naprawił
feroz,zaciekły
edmond,Edmond
debían,Oni powinni
creían,Oni uwierzyli
cordero,jagnięcina
consulado,konsulat
círculos,Kręgi
caíste,ty czujesz
áreas,obszary
virtud,cnota
únicas,unikalny
técnicos,technicy
silencioso,cichy
sencillamente,po prostu
selección,wybór
sabés,Wiesz
round,Okrągły
reportera,reporter
reliquia,relikt
pierre,Pierre
pertenezco,ja należę
penas,Kara
paisaje,krajobraz
ocupación,zawód
notar,ogłoszenie
migajas,bułka tarta
marcado,wyraźny
mantenemos,trzymamy
interrogatorio,przesłuchanie
internado,praktyka
hubiesen,miałby
honestos,uczciwy
holanda,Holandia
helados,lody
gramos,gramy
frio,zimno
estate,zostawać
encargará,będzie zamawiać
electrónico,elektroniczny
disculpan,Przepraszam
defecto,wada
dedicas,Poświęcisz
curva,krzywa
cría,hodowla
convierta,Konwertować
comprometida,zaangażowany
caitlin,Caitlin
ballenas,Wieloryby
amigable,przyjazny
aceptable,do przyjęcia
volverme,Z powrotem
urgencia,pilna sprawa
tai,Tai
starla,Starla
sentarnos,siedzieć
roman,rzymski
privados,prywatny
postura,pozycja
ponernos,włączać
peluca,peruka
parecería,wydawałoby się
palomitas,Prażona kukurydza
nocturna,Noc
montgomery,Montgomery
moneypenny,Moneypenny
mercenarios,najemnicy
maricas,pedały
mantendrá,zachowa
lilly,Lilly
kay,Kay
intenten,Próbować
guardas,Trzymasz
grúa,dźwig
gastado,zużyty
estrelló,rozbił się
digital,cyfrowy
dieran,UMIERAĆ
day,Dzień
corría,Działało
capturar,schwytać
campeones,Mistrzowie
ardilla,wiewiórka
apaguen,wyłączyć coś
amen,Amen
acostumbrada,przyzwyczajony
sugerir,sugerować
sucias,brudny
succión,ssanie
registrar,rejestrować
propietario,właściciel
portero,bramkarz
perdonarme,Wybacz mi
parados,bezrobotni
ofrecido,oferowany
muevete,pójść dalej
mueller,Mueller
marcharme,Zostawić
marchado,lewy
li,Li
israel,Izrael
informarle,Poinformować Cię
hablaban,Oni mówili
ganadores,Zwycięzcy
firmas,firmy
expresar,wyrazić
empezaba,Zaczęło się
despierten,budzić się
debra,Debra
crearon,Oni stworzyli
claridad,przejrzystość
ciegos,Ślepy
carson,Carson
budd,Budd
bones,Kości
bloque,blok
alterado,zmieniony
vestirme,Sukienka
velada,wieczór
stella,Stella
serias,Poważny
salvarla,Uratuj ją
reed,Trzcina
procedimientos,procedury
porche,ganek
ponerla,Umieść to
pasemos,Przejdźmy
pala,łopata
ogros,OGRO
movió,przeniósł
molestarme,denerwuje mnie
menuda,Co jest małe
hostil,wrogi
epidemia,epidemia
enséñame,Naucz mnie
deténganlo,przestań
detenernos,zatrzymywać się
describir,opisać
concedido,nadany
comunicado,uwolnienie
comparar,porównywać
cogeré,wezmę
callas,Zamyka się
busques,Patrzeć
acercándose,Zbliżający się
abandona,Opuścić
volado,leci
ventajas,zalety
tubería,rurociąg
traicionaste,Zdradziłeś
traerla,przynieś to
timmy,Timmy
suministros,Zaopatrzenie
regresando,powrót
recientes,Ostatni
puñado,garść
pretender,udawać
peggy,Peggy
pasadas,przeszłość
guardo,Trzymam
girando,Turystyka
fugitivo,zbieg
escoba,miotła
escaparse,ucieczka
empleos,Oferty pracy
edie,Edie
echen,Echen
duran,Duran
duque,książę
dondequiera,gdziekolwiek
dibujar,rysować
destinado,przeznaczony
dedico,dedykuje
cuidadoso,ostrożny
cristales,kryształy
creerte,Wierze Ci
clavo,gwóźdź
cápsula,kapsuła
bastón,kula inwalidzka
atencion,uwaga
aliado,sprzymierzyć
agradece,Dzięki
adams,Adams
acepté,zaakceptowałem
aceptaré,Zaakceptuję
aborten,anulować
whitney,Whitney
utilizado,używany
tranvía,samochód wózka
trágico,tragiczny
tequila,Tequila
sostener,trzymać
serviría,To by służyło
retira,wycofać
redonda,Okrągły
realizado,zrobione
protocolos,protokoły
potente,potężny
pensábamos,Myśleliśmy
monica,Monica
mexicanos,Meksykanie
manson,Manson
lré,Lré
llévatelo,Zabierz to
lindsay,Lindsay
kitty,Koteczek
kalel,Kalel
inmortalidad,nieśmiertelność
infectada,zainfekowany
experta,Ekspert
ética,etyka
estancia,zostawać
específico,konkretny
empezaré,zacznę
ejecutar,wykonać
echarme,Rzuć mi
denver,Denver
déjalos,zostaw ich
comisionado,Komisarz
chispas,iskry
cerramos,zamykamy
borg,Borg
axel,Axel
atraco,rozbój
asignado,przydzielony
asesinaste,Zabiłeś
armar,złożyć
aj,AJ
acuérdate,Pamiętać
vosotras,Ty
unidas,Zjednoczony
tránsito,tranzyt
suceso,wydarzenie
presiento,czuję
patadas,kopnięcia
omar,Omar
obtuve,Otrzymałem
músculo,mięsień
legalmente,prawnie
lebowski,Lebowski
karma,Karma
izzie,Izzie
imaginarme,wyobrażać sobie
honores,korona
gore,PRZELEW KRWI
gordos,Gordos
furiosa,Wściekły
funcionado,pracował
fallé,poniosłem porażkę
escóndete,Stoi siebie
eliza,Eliza
declaraciones,sprawozdania
cumplió,spełniony
cuerno,klakson
comienzan,Oni zaczęli
clementina,Clementine
católica,katolicki
carcel,więzienie
cansados,zmęczony
burgundy,Burgundia
brasil,Brazylia
bené,Bene
asado,piec
álbum,album
abdominal,brzuszny
zach,Zach
wheeler,Kołodziej
volvimos,Powróciliśmy
supermercado,Supermarket
sujeta,temat
suavemente,łagodnie
salvando,oszczędność
reventar,pękać
rastreo,śledzenie
quienquiera,ktokolwiek
pretendo,Ja zamierzam
pertenecía,należał
perdono,Przebaczyć
pequeñín,mały koleś
paganos,Poganie
onu,Un
ohio,Ohio
obtuviste,Masz
obliga,siły
nobel,Nobel
levántense,Wstawać
lastime,zraniony
inconveniente,niewygodny
flexible,elastyczny
favoritas,Faworyty
escaparon,Oni uciekli
corres,uruchomić
correctas,prawidłowy
copiado,skopiowane
convertí,Przekształciłem
burla,drwina
brendan,Brendan
atrevido,pogrubiony
alejarme,uciec
abordar,przybory
abejas,pszczoły
zoe,Zoe
wally,Wally
vuelan,Oni latają
surgió,Powstało
shepard,pasterz
rupert,Rupert
rechazar,spadek
noto,Zauważyłem
negociaciones,rozmowy
llamara,Dzwonić do
irónico,ironiczny
inmediata,natychmiastowy
incluido,w tym
happy,Szczęśliwy
hábito,nawyk
frederick,Frederick
etc,itp
escapé,wydechowy
entraré,Wejdę
encendedor,zapalniczka
eches,Ty rzucasz
dramático,dramatyczny
dominar,dominować
demandas,wymagania
decido,decyduję
cumplo,Spełniam
corrió,biegł
conducto,przewód
choca,To się starają
barish,Barish
area,obszar
arbusto,krzak
ajo,czosnek
yankees,Jankesi
willy,Willy
violó,zgwałcony
valía,Było warto
tijeras,nożyce
sugieres,Wskazuje
sayid,Sayid
rodea,otoczenie
revisé,sprawdzać
programación,programowanie
privadas,prywatny
presidencial,prezydencki
necesitaban,Oni potrzebowali
navegación,nawigacja
mo,mo
mencioné,wspomniałem
maravillosos,wspaniały
llamarle,zadzwonić do niego
late,pokonać
hilary,Hilary
hansel,Hansel
habiar,Haby
frecuencias,Częstotliwości
estreno,premiera
encargue,zamówienie
empuje,naciskać
empeorar,pogarszać
dormiré,będę spał
desaparecidos,zaginiony
dejenme,zostaw mnie
dare,ja dam
culturas,kultury
concreto,Beton
clayton,Clayton
cesar,przerwać
caía,To spada
bailas,Dailers
autorizada,Upoważniony
aleluya,Alleluja
abraham,Abraham
yanquis,Jankesi
villano,złoczyńca
superhéroe,Super bohater
separar,rozerwać
quítese,Startować
preparación,przygotowanie
preocupaciones,obawy
porcentaje,odsetek
otis,Otis
olivia,Olivia
ofendido,znieważony
nina,mała dziewczynka
merecido,zasłużony
matemática,matematyka
marea,fala
márchate,Marchae
limpios,Czysty
krypton,Krypton
jinetes,Jeźdźcy
ingresos,dochód
infinito,nieskończony
globos,Balony
gene,gen
futura,przyszły
filme,film
estudiado,badane
escondes,Ukrywasz się
enfoque,zbliżać się
confirma,Potwierdzać
concentrarme,koncentrować
casamiento,małżeństwo
bombardeo,bombardowanie
bolígrafo,długopis
atravesando,przejście
atrapan,Łapią
aproxima,zbliża się
antepasados,przodkowie
anteojos,okulary
amabilidad,życzliwość
aislamiento,izolacja
virgil,Wergiliusz
verga,kogut
veis,Zobaczysz
universitario,akademicki
traigas,Przynieść
tocino,boczek
tito,Tytus
tires,Tirs
tennessee,Tennessee
talentoso,utalentowany
rodeados,otoczony
riñones,nerki
quites,Usunąć
puños,pięści
preparé,przygotowałem
pipa,rura
percepción,postrzeganie
mostrarles,pokazac im
mostrador,lada
mandy,Mandy
mai,Mai
julian,juliański
habitantes,populacja
golpeaste,Uderzyłeś
gelatina,galareta
explicaciones,Wyjaśnienia
espina,Cierń
enterrada,pochowany
doblar,zginać
devuelvo,wracam
descubrimos,My odkrywamy
declaró,zdeklarowany
cristiana,chrześcijanin
crío,dziecko
conquista,podbój
confiado,zaufane
cómics,komiksy
colin,Colin
churchill,Churchill
bolos,kręgle
beethoven,Beethoven
barriga,brzuch
aparecerá,To się pojawi
agradecidos,Wdzięczny
aficionado,amator
yace,kłamstwa
worf,Worf
sucedería,To by się stało
ruptura,zerwania
quítale,Usunąć to
protegida,Chroniony
perdamos,Zgubmy
negó,zaprzeczony
mantienes,Trzymasz
maniobra,manewr
jurar,przeklinać
impresionar,imponować
ilusiones,złudzenia
ignorante,nieświadomy
generadores,generatory
figuras,Figury
exhausto,wyczerpany
enfrentarse,twarz
duelen,Boli
divertirte,zabawa
dirigimos,Reżyserujemy
dental,dentystyczny
cuénteme,Powiedz mi
correos,Poczta
chen,Chen
carolina,Karolina
campesinos,rolnicy
bombarderos,Bombowce
bares,puby
vendes,Sprzedajesz
suero,serum
sermón,kazanie
puerco,świnia
provoca,powoduje
prestas,pożyczać
pidas,zapytać
pasarán,Minie
paces,Kroki
oponente,przeciwnik
oigas,Hej
maya,Maya
lucius,Lucjusz
lastimes,ranisz
jardinero,ogrodnik
interferir,ingerować
importará,Będzie importować
hablarles,Porozmawiaj z nimi
glenn,Glenn
ganaremos,wygramy
forzado,wymuszony
finch,Zięba
falls,Spada
explicarme,Wyjaśnić
espérenme,zaczekaj na mnie
enamoré,zakochałem się
eli,Eli
disturbios,niepokój
devuélveme,Oddaj mi
detenerla,przestań
deb,Deb
cuanta,ile
clásica,klasyczny
chaleco,kamizelka
cafe,Kawa
ballena,wieloryb
bajaré,Zejdę na dół
amos,Mistrzowie
altitud,Wysokość
acontecimientos,wydarzenia
acababa,Skończyło się
vigilante,czujny
vaako,Vaako
tomografía,tomografia
tj,TJ
strike,Strajk
spike,Kolec
resurrección,Wskrzeszenie
rencor,gniew
probemos,Spróbujmy
pólvora,proch strzelniczy
poe,Poe
olaf,Olaf
ofensiva,ofensywa
nono,nie? Nie
narcóticos,Narkotyki
mudar,przenosić
klaus,Klaus
intentaste,próbowałeś
ganarle,wygrać
forman,formularz
ficha,plik
ferrocarril,kolej żelazna
falleció,zmarł
divierte,zabawa
directores,Dyrektorzy
dificultad,trudność
desesperadamente,desperacko
démosle,Dajmy to
culos,osły
creyendo,wierzący
comprador,kupujący
casaré,poślubię
candy,cukierek
bilbo,Bilbo
bert,Bert
barnes,Barnes
balance,balansować
asustes,przerażenia
alienígena,obcy
alcanzo,osiągnięty
ward,Oddział
ventilación,wentylacja
tregua,rozejm
traficantes,Handlarze
thorne,Thorne
subterráneo,Pod ziemią
simulación,symulacja
secuestradores,Porywacze
sangra,krwawienie
richards,Richards
resolverlo,wypracuj to
realeza,rodzina królewska
presidenta,Przewodnicząca
pensaban,Myśleli
parecida,podobny
pagarme,Zapłać mi
oraciones,modły
marruecos,Maroko
louie,Louie
levantate,Wstawać
lastimé,cierpię
kiddo,Brzdąc
iniciales,inicjały
imitación,imitacja
hermione,Hermiona
financiera,budżetowy
exquisito,znakomity
esponja,gąbka
entrevistas,Wywiady
enterarme,dowiadywać się
entenderá,zrozumie
enseñas,Uczy
dementores,Dementory
convertirte,konwertować
cansé,zmęczyłem się
cambiaría,zmieniłbym
bang,Huk
arresten,aresztować
argentina,Argentyna
adjunto,przytwierdzać
acordado,Zgoda
trofeo,trofeum
trayendo,Przynoszący
seguras,bezpieczna
satélites,Satelity
sacarlos,Wyjmij je
rezo,modlę się
regular,regularny
pretendes,Udajesz
póliza,polityka
piérdete,PDE ciebie
noodles,Makaron
marqués,Markiz
marcy,Marcy
malvados,zło
lori,Lori
lizzy,Lizzy
leia,Leia
invitarte,zaprosić Cię
hagrid,Hagrid
fanático,fanatyk
factura,rachunek
extrañaré,będę tęsknić
escoria,marnotrawstwo ludzkie
décadas,dziesięciolecia
cortada,cięcie
considere,Rozważać
comprensión,zrozumienie
codo,łokieć
claras,Jasne
calme,spokój
cabras,kozy
bors,Bors
balazo,strzał
bájala,Zdobyć
babilonia,Babilon
arruiné,Zrujnowałem
arbustos,zagajnik
apodo,przezwisko
amsterdam,Amsterdam
alumna,student
aleja,Z dala
albania,Albania
ahogado,utonął
acercamos,Zbliżamy się
abrimos,Otwieramy
veterinario,weterynarz
vecina,sąsiad
usada,używany
tirith,Tyrith
ronald,Ronald
puros,Czysty
puntería,cel
públicas,publiczny
pronóstico,prognoza
planeas,ty planujesz
pasarla,Przekaż to
optimista,optymistyczny
odiaría,Nienawidziłbym
obreros,pracownicy
mentiría,Skłamałbym
marino,Morski
luchamos,Walczymy
letal,śmiertelny
kenobi,Kenobi
judicial,sądowy
jess,Pęto
hugo,Hugo
for,Do
exceso,nadmiar
enigma,enigma
dickens,LICHO
dexter,Dexter
connelly,Connelly
chewie,Chewie
chet,Chet
canasta,kosz
buscarlos,szukać ich
blues,blues
apunto,wskazuję
aparatos,urządzenia
aguante,wytrzymałość
agarramos,Chwycimy
adictos,uzależnieni
vinci,Vinci
tramando,konspiratorstwo
tácticas,Taktyka
sostiene,trzyma
signifique,mieć na myśli
significar,mieć na myśli
sato,Sato
sarcófago,sarkofag
reportaje,reportaż
religiosa,religijny
reconstruir,odbudować
propone,proponuje
precaución,ostrożność
portland,Portland
portador,przewoźnik
popa,rufa
parlamento,parlament
ofrecerte,Oferuję Tobie
ocuparse,zająć
nombrar,nazwać
molestan,Zawracają sobie głowę
melissa,Melisa
linux,Linux
lecturas,Odczyty
iríamos,poszlibyśmy
herb,ziele
haríamos,Zrobilibyśmy
guardería,przedszkole
francotiradores,snajperzy
exista,istnieje
evidentemente,widocznie
enfrenta,Twarz
destruya,zniszczyć
defenderse,zatroszczyć się
cotton,Bawełna
continente,kontynent
consideran,rozważać
brett,Brett
ausente,nieobecny
anochecer,zostać nocą
alrededores,okolica
aduana,odprawa celna
winchester,Winchester
utah,Utah
ultimamente,ostatnio
thornton,Thornton
sospechosa,podejrzany
séptimo,siódmy
seguirme,Chodź za mną
sálvame,Ocal mnie
romeo,Romeo
robos,napad
ratones,myszy
quitarse,startować
publico,publiczny
profeta,prorok
presentarle,obecny
paramédicos,Sanitariusze
opiniones,Opinie
mostrado,pokazane
miramos,Patrzymy
marsellus,Marsellus
leslie,Leslie
invertido,zainwestowany
ídolo,idol
hijita,córka
gwen,Gwen
ganancia,przychód
eu,UE
esperaría,oczekiwałbym
esperará,poczeka
dudar,gość
destruyeron,Zniszczyli
creek,zatoczka
construida,wybudowany
confíes,Ty ufasz
comeremos,zjemy
bus,Autobus
bienestar,zasiłek
beaumont,Beaumont
bailamos,tańczymy
ayudaremos,Pomożemy
autodestrucción,samozniszczenie
asher,Asher
ahogó,Utopił się
acercarte,zbliżać się
violentos,brutalny
valga,Valga
vacíos,pusty
triángulo,trójkąt
traslado,przenosić 
tigres,Tygrysy
supieran,Oni wiedzieli
strabo,Strabo
spencer,Spencer
sorprendida,Zaskoczony
solían,Oni kiedyś
soda,Soda
shannon,Shannon
secundarios,wtórny
secuestrador,porywacz
richie,Richie
recupera,odzyskiwać
rechazo,odmowa
ramas,gałęzie
preciosas,Piękny
ofrecieron,Oferowali
missy,panienka
meg,Meg
locuras,szalone rzeczy
lino,bielizna
libera,Libera
legítimo,prawowity
lastimó,zraniony
huérfanos,sieroty
generosa,hojny
exijo,żądam
escáner,Skaner
entenderás,Zrozumiesz
desaparecen,Oni zniknęli
damon,Damon
cruzó,skrzyżowane
continuará,ciąg dalszy nastąpi
conrad,Conrad
confirmada,potwierdzony
cocinera,kucharz
claros,Jasne
ciclo,cykl
caminas,Idziesz
bando,Bando
avergonzada,"zawstydzony, zawstydzony"
atraviesa,Krzyżuje się
atentamente,z poważaniem
arruinando,rujnowanie
adicción,uzależnienie
violenta,brutalny
únicamente,tylko
suéter,sweter
sudor,pot
significaría,oznaczałoby
reemplazo,wymiana
quiebra,bankructwo
peligros,Niebezpieczeństwa
north,Północ
matare,Matar
llamare,zadzwonię
litro,litr
irías,poszedłbyś
humillación,upokorzenie
hawk,Jastrząb
glorioso,wspaniały
gasto,zużyty
faro,latarnia morska
exley,Exley
exclusiva,Ekskluzywny
entrenando,szkolenie
empezará,Zacząć
diabetes,cukrzyca
conteo,rachunkowość
centros,centra
captura,schwytać
balcón,balkon
asegúrese,Upewnić się
arder,oparzenie
apretar,ściskać
aprenderás,nauczysz się
abrieron,Oni otworzyli
yankee,Jankes
visitarme,Odwiedź mnie
verduras,warzywa
venecia,Wenecja
vendrían,Przybyli
vales,kupony
tardaste,Tarda
suicidarse,popełnić samobójstwo
simio,małpa
sensibilidad,wrażliwość
retire,Usunąć
respondió,odpowiedział
rendirse,poddać się
quincy,Quincy
pusiera,umieścić
principalmente,głównie
preferida,preferowane
oscorp,Oscorp
órgano,organ
operador,operator
náuseas,mdłości
mudarse,przenosić
mirame,Spójrz na mnie
mátalos,Mátalos
madam,Szanowna Pani
llevare,wezmę
invitaron,Zaprosił
intruso,intruz
idiomas,Języki
hoguera,ognisko
hablara,aby porozmawiać z
genes,geny
entregas,dostawy
encontrada,znaleziony
echarte,rzuć cię
echamos,Rzucamy
devuelva,powrót
detenerte,zatrzymywać się
deshacer,Cofnij
cosmo,Cosmo
comprarle,Kup
comenzaremos,zaczniemy
cerré,zamknąłem
bloqueando,bloking
asustarte,przestraszyć Cię
asegura,zapewnia
wall,Ściana
vitaminas,Witaminy
vengarse,zemścić się
valla,ogrodzenie
trozos,sztuki
tímida,Nieśmiały
superado,pokonać
sueña,Dźwięki
seguidos,poszedł za nimi
salvavidas,kamizelka ratunkowa
remolque,przyczepa
prometer,zastaw
proceder,przystępować
prepararme,Przygotować się
pediatría,pediatria
pagos,Płatności
pagarte,zapłacić ci
ninja,Ninja
nieta,wnuczka
motocicleta,motocykl
mostrando,seans
montana,Góra
ming,Ming
miedos,Obawy
mantendremos,My utrzymamy
mandíbula,szczęka
luchas,walki
logras,Osiągniesz
levanté,podniosłem
lanzado,wyrzucony
kallen,Kallen
intrusos,Intruzowie
insistió,nalegał
ilama,Ilama
habria,byłoby
gritó,krzyczeć
ganarme,Wygrać mnie
françois,François
decepción,rozczarowanie
cubriendo,pokrycie
continuemos,kontynuujmy
consideración,namysł
conduzco,prowadzę
colchón,materac
chupa,ssać
camisas,koszule
buscabas,Szukałeś
bloqueo,bloking
armamento,uzbrojenie
amenazando,groźny
alias,Alias
virginidad,dziewictwo
vengar,pomścić
valentine,Cicha sympatia
tornado,tornado
series,seria
sácala,Wyjmij to
rompan,Przerwa
responden,Odpowiadają
reclamar,prawo
presentaré,zaprezentuję
preguntamos,pytaliśmy
predicador,kaznodzieja
pintor,malarz
paguen,płacić
ofreciendo,oferując
matriz,matryca
maricones,pedały
libra,funt
landy,Landy
jugó,sok
jodió,Pieprzony
invité,Ja zaprosiłem
inodoro,toaleta
ingresar,wejść w
ignorancia,ignorancja
ibamos,Chodziliśmy
gustara,będzie lubił
extiende,rozszerza
exagerando,przesadza
dewey,Dewey
cuido,Dbam o
cuidarte,Uważaj na siebie
colapso,zawalić się
buzón,skrzynka pocztowa
buenísimo,Świetnie
bretaña,Brittany
bree,Bree
bárbaro,barbarzyńca
atlanta,Atlanta
asombrosa,niesamowity
ashford,Ashford
alérgico,uczulony
acostaste,Leżysz
abrirlo,Otwórz to
yyo,Ja też
vip,VIP
trueno,grzmot
tesoros,Skarby
superhéroes,Superbohaterowie
seras,będziesz
rotas,złamany
recupere,odzyskiwać
quejarte,narzekać
pulgar,kciuk
pillado,złapany
pensemos,Pomyślmy
pausa,pauza
pandillas,gangi
pagaremos,zapłacimy
olvidaba,zapomniałem
normalidad,normalna
murray,Murray
muérete,umierać
movido,przeniósł
miligramos,Miligramos
meteré,położę
matrix,Matryca
honestidad,uczciwość
golpearme,Uderz mnie
frasco,słoik
expulsado,wydaleni
espectros,widmowy
cubiertas,pokryty
confié,Ufałem
clemencia,łaska
cago,Cago
bromea,żarty
brigitte,Brigitte
atún,tuńczyk
ático,daszek
arreglé,naprawiłem
ani,Ani
amnesia,amnezja
acusa,oskarża
trade,Handel
situacion,sytuacja
shirley,Shirley
servidor,serwer
seran,będzie
recoja,zbierać
ramón,Ramón
psiquiátrico,psychiatryczny
protesto,protest
prisiones,więzienia
porquerías,Ponieważ ty
pondrán,Postanową
munición,amunicja
mudarnos,przenosić
molesten,silić się
mentales,psychiczny
llámalo,nazwać
jurisdicción,jurysdykcja
isabelle,Isabelle
informante,informator
guardan,trzymać
gray,Szary
frases,zwroty
fernando,Fernando
estuviéramos,Byliśmy
estaria,Byłoby
enviará,wysłać do
entorno,wokół
engañarme,oszukać mnie
diviértanse,baw się dobrze
distracción,roztargnienie
déjale,Zostaw go
